name,JavaScript,Python,SQL,TypeScript,Java,C#,C++
dev_46309,1,0,1,0,0,0,0
dev_46310,1,1,0,0,0,0,1
dev_46311,1,1,1,0,0,0,0
dev_46312,0,1,0,0,0,0,0
dev_46313,1,1,0,0,1,1,1
dev_46314,1,1,0,0,0,1,0
dev_46315,1,0,0,1,0,0,0
dev_46316,1,0,1,0,0,0,0
dev_46317,0,0,0,0,1,0,0
dev_46318,1,1,1,1,0,0,0
dev_46319,1,0,0,1,1,0,1
dev_46320,1,1,0,1,1,0,0
dev_46321,1,0,1,0,0,1,0
dev_46322,1,0,1,1,0,0,0
dev_46323,1,0,0,0,1,0,0
dev_46324,0,1,0,0,0,0,0
dev_46325,0,0,0,0,0,1,0
dev_46326,1,1,1,1,0,1,0
dev_46327,1,1,1,1,0,1,0
dev_46328,1,0,0,1,0,0,0
dev_46329,0,1,0,0,0,0,0
dev_46330,1,0,0,0,1,0,0
dev_46331,0,1,0,0,1,0,1
dev_46332,1,0,0,0,0,0,0
dev_46333,1,0,0,1,0,0,0
dev_46334,0,1,1,0,1,0,0
dev_46335,1,1,1,1,0,0,0
dev_46336,1,1,0,1,0,1,0
dev_46337,1,0,1,1,0,1,0
dev_46338,1,0,0,1,1,0,0
dev_46339,0,1,0,0,1,0,1
dev_46340,1,0,1,1,0,0,0
dev_46341,0,1,0,0,0,0,0
dev_46342,1,0,1,1,0,1,1
dev_46343,1,0,0,1,0,0,0
dev_46344,1,0,1,1,0,1,0
dev_46345,0,1,0,0,0,0,0
dev_46346,0,0,0,0,1,0,0
dev_46347,1,0,0,0,0,0,0
dev_46348,0,1,1,0,1,0,0
dev_46349,1,0,1,0,1,0,0
dev_46350,1,1,1,1,0,0,0
dev_46351,1,1,0,1,0,0,0
dev_46352,0,1,1,0,0,1,0
dev_46353,0,1,0,0,0,0,0
dev_46354,1,1,0,0,0,0,1
dev_46355,0,1,0,0,0,0,1
dev_46356,0,1,1,0,1,0,0
dev_46357,0,0,0,0,0,1,1
dev_46358,0,1,1,0,0,0,0
dev_46359,1,1,1,1,0,1,0
dev_46360,1,1,0,0,0,0,1
dev_46361,1,1,1,1,0,0,0
dev_46362,1,0,0,0,0,0,0
dev_46363,0,1,0,0,0,0,0
dev_46364,1,1,0,0,0,0,0
dev_46365,1,1,0,1,1,0,1
dev_46366,1,1,0,0,1,0,0
dev_46367,1,1,1,0,1,0,0
dev_46368,0,0,0,0,0,0,1
dev_46369,1,0,1,1,0,0,0
dev_46370,0,0,0,0,0,1,0
dev_46371,1,1,0,1,0,0,1
dev_46372,1,1,1,1,1,0,1
dev_46373,1,0,0,0,0,0,0
dev_46374,0,0,0,0,0,0,1
dev_46375,1,0,0,1,0,0,0
dev_46376,1,1,1,0,1,1,0
dev_46377,1,0,0,1,0,0,0
dev_46378,1,0,1,1,0,1,0
dev_46379,0,0,0,0,0,0,1
dev_46380,1,0,1,1,1,1,1
dev_46381,0,1,1,0,0,0,0
dev_46382,1,1,0,0,1,0,0
dev_46383,1,0,1,1,0,1,0
dev_46384,1,0,1,1,0,0,0
dev_46385,1,0,0,1,0,1,0
dev_46386,0,1,1,0,0,0,0
dev_46387,0,0,0,1,0,1,0
dev_46388,1,0,0,1,1,0,0
dev_46389,1,1,0,1,1,0,0
dev_46390,1,0,1,0,0,0,0
dev_46391,1,1,1,0,0,0,0
dev_46392,1,0,1,0,0,1,0
dev_46393,1,0,0,1,1,0,0
dev_46394,1,1,1,0,0,0,0
dev_46395,0,0,0,0,0,1,0
dev_46396,1,1,0,1,0,0,0
dev_46397,1,0,0,0,1,0,0
dev_46398,1,1,0,1,1,1,0
dev_46399,0,1,0,0,1,0,0
dev_46400,0,1,0,1,1,1,0
dev_46401,1,1,0,0,0,1,1
dev_46402,1,0,1,1,1,0,1
dev_46403,1,0,0,0,0,0,0
dev_46404,1,1,1,0,0,0,0
dev_46405,1,0,1,1,0,1,0
dev_46406,0,0,1,0,1,0,0
dev_46407,0,0,0,0,0,1,0
dev_46408,1,0,1,1,0,0,0
dev_46409,0,1,0,0,0,0,0
dev_46410,1,0,1,1,0,0,1
dev_46411,1,0,1,1,0,1,1
dev_46412,0,1,0,1,0,1,1
dev_46413,0,1,0,0,0,0,1
dev_46414,0,0,1,0,1,0,0
dev_46415,0,1,1,0,1,0,1
dev_46416,1,1,0,1,0,0,0
dev_46417,0,0,1,0,1,0,1
dev_46418,0,1,1,0,0,0,0
dev_46419,1,0,1,0,0,0,0
dev_46420,0,1,0,1,0,0,0
dev_46421,1,0,1,1,0,0,1
dev_46422,1,1,1,1,1,0,1
dev_46423,1,0,0,1,0,0,0
dev_46424,0,1,0,0,0,0,1
dev_46425,0,1,1,0,1,0,1
dev_46426,0,1,0,1,0,0,0
dev_46427,1,0,0,0,0,0,0
dev_46428,1,1,0,1,0,0,0
dev_46429,1,1,1,1,1,0,0
dev_46430,1,0,1,0,1,1,0
dev_46431,0,0,1,0,1,0,0
dev_46432,0,0,0,1,0,0,0
dev_46433,1,0,1,1,0,0,1
dev_46434,1,1,1,1,0,0,0
dev_46435,0,1,0,0,0,0,0
dev_46436,0,1,0,0,0,0,0
dev_46437,0,1,0,0,1,0,1
dev_46438,1,1,1,0,1,1,1
dev_46439,1,1,1,1,0,1,0
dev_46440,0,1,1,0,0,0,0
dev_46441,1,0,0,0,1,1,0
dev_46442,1,1,1,0,0,0,1
dev_46443,1,1,0,1,0,0,0
dev_46444,0,1,0,0,0,0,0
dev_46445,1,1,0,1,1,0,1
dev_46446,0,1,0,0,1,1,0
dev_46447,0,1,0,0,1,0,0
dev_46448,1,0,1,0,1,0,0
dev_46449,1,1,1,1,0,0,0
dev_46450,1,0,0,1,0,1,0
dev_46451,0,0,1,0,1,0,1
dev_46452,1,0,1,0,1,1,0
dev_46453,0,1,0,0,0,0,1
dev_46454,0,0,0,0,0,1,1
dev_46455,1,1,0,1,1,0,1
dev_46456,1,1,1,0,0,1,0
dev_46457,0,1,0,0,0,0,1
dev_46458,0,1,1,0,0,1,0
dev_46459,1,0,0,0,0,1,1
dev_46460,0,1,0,0,0,1,0
dev_46461,1,1,0,0,0,1,1
dev_46462,0,1,0,0,1,1,1
dev_46463,0,1,1,0,0,1,0
dev_46464,0,1,0,0,0,0,0
dev_46465,0,0,0,0,0,0,1
dev_46466,1,0,1,0,0,0,0
dev_46467,1,0,1,0,1,0,0
dev_46468,1,0,1,0,0,1,0
dev_46469,0,1,1,0,0,0,0
dev_46470,1,0,0,0,0,0,0
dev_46471,0,0,1,0,0,0,0
dev_46472,1,1,1,1,0,1,0
dev_46473,1,0,0,1,0,0,0
dev_46474,1,0,1,1,0,1,0
dev_46475,1,1,1,0,1,0,1
dev_46476,1,0,1,0,0,1,0
dev_46477,1,1,1,0,0,1,1
dev_46478,1,1,1,0,1,1,1
dev_46479,1,0,1,1,0,0,0
dev_46480,0,0,0,0,0,1,0
dev_46481,1,0,1,0,0,0,0
dev_46482,0,0,0,0,0,1,0
dev_46483,1,0,1,0,0,1,0
dev_46484,0,1,1,0,1,1,0
dev_46485,1,1,1,0,1,0,0
dev_46486,1,1,0,1,0,0,0
dev_46487,1,1,1,1,0,1,1
dev_46488,1,1,0,0,0,0,1
dev_46489,0,0,0,0,0,1,1
dev_46490,0,0,0,0,0,0,1
dev_46491,0,1,1,0,1,0,1
dev_46492,1,1,0,1,1,1,0
dev_46493,0,1,1,0,0,0,0
dev_46494,1,0,1,1,0,1,0
dev_46495,0,0,0,0,0,0,1
dev_46496,1,0,0,1,0,0,0
dev_46497,0,0,0,0,0,0,1
dev_46498,1,0,1,1,1,0,0
dev_46499,1,1,1,1,1,1,1
dev_46500,1,0,0,1,0,0,0
dev_46501,1,0,1,0,0,0,0
dev_46502,1,1,1,1,1,1,0
dev_46503,0,1,0,1,0,0,0
dev_46504,0,1,0,1,0,0,1
dev_46505,0,1,1,0,0,0,0
dev_46506,1,0,1,0,1,1,0
dev_46507,1,1,1,0,1,1,1
dev_46508,0,0,1,0,0,1,0
dev_46509,0,1,1,1,1,0,0
dev_46510,1,1,1,1,1,1,1
dev_46511,1,0,0,1,1,0,0
dev_46512,1,0,0,1,1,0,1
dev_46513,1,1,0,0,0,1,1
dev_46514,0,0,1,0,0,1,0
dev_46515,0,1,0,0,0,0,0
dev_46516,1,1,0,1,0,0,0
dev_46517,1,1,0,0,1,0,1
dev_46518,1,1,0,0,0,0,0
dev_46519,1,0,0,0,0,0,0
dev_46520,0,1,0,0,1,0,0
dev_46521,0,1,0,0,0,0,1
dev_46522,1,0,0,0,0,0,0
dev_46523,1,1,0,1,1,1,1
dev_46524,1,1,0,1,0,1,0
dev_46525,1,0,1,0,0,0,0
dev_46526,1,0,1,0,1,1,1
dev_46527,1,0,0,0,0,1,0
dev_46528,0,1,1,0,1,0,0
dev_46529,1,1,0,0,0,0,1
dev_46530,1,0,1,1,0,0,0
dev_46531,1,1,1,1,1,1,0
dev_46532,0,1,0,0,0,0,0
dev_46533,0,1,0,0,0,0,0
dev_46534,1,0,0,1,0,1,0
dev_46535,0,1,0,0,0,0,0
dev_46536,0,1,0,0,0,0,1
dev_46537,0,1,0,1,0,0,0
dev_46538,0,1,1,1,0,0,1
dev_46539,1,1,1,0,1,0,1
dev_46540,0,0,0,0,0,0,1
dev_46541,0,1,1,0,0,0,0
dev_46542,0,0,1,0,1,0,1
dev_46543,1,1,1,1,1,0,0
dev_46544,1,0,0,1,0,0,0
dev_46545,1,1,0,0,0,1,1
dev_46546,1,0,0,1,0,0,0
dev_46547,0,0,0,0,0,1,0
dev_46548,1,0,1,0,0,0,0
dev_46549,1,1,1,0,0,1,0
dev_46550,0,0,1,0,0,0,1
dev_46551,0,0,0,0,0,0,1
dev_46552,0,1,1,0,1,0,0
dev_46553,0,0,0,0,1,0,0
dev_46554,1,0,0,0,1,0,1
dev_46555,0,0,0,1,0,0,0
dev_46556,1,1,0,0,0,1,0
dev_46557,1,0,1,1,0,0,0
dev_46558,0,1,0,0,0,0,0
dev_46559,0,1,0,0,0,0,1
dev_46560,1,1,0,0,0,0,0
dev_46561,0,1,1,1,0,0,0
dev_46562,1,1,1,1,0,0,0
dev_46563,0,1,0,0,0,0,1
dev_46564,0,1,1,0,0,1,1
dev_46565,0,1,0,0,0,1,0
dev_46566,1,1,1,0,1,0,0
dev_46567,0,1,0,0,0,0,1
dev_46568,0,1,0,0,0,0,1
dev_46569,0,1,0,0,0,0,1
dev_46570,1,0,1,1,0,1,0
dev_46571,0,1,1,0,0,0,0
dev_46572,0,1,0,0,0,1,0
dev_46573,1,0,1,1,0,0,0
dev_46574,0,1,0,1,1,1,1
dev_46575,0,1,0,0,0,0,0
dev_46576,1,1,0,1,0,0,0
dev_46577,1,1,0,0,0,1,1
dev_46578,0,0,1,0,1,0,0
dev_46579,1,1,1,0,0,0,0
dev_46580,1,0,0,1,0,0,0
dev_46581,0,0,0,0,0,1,0
dev_46582,1,1,1,1,1,0,1
dev_46583,1,0,1,0,0,1,1
dev_46584,1,1,0,1,0,0,0
dev_46585,1,1,0,1,0,1,1
dev_46586,1,0,0,0,0,0,0
dev_46587,1,0,1,1,0,0,0
dev_46588,0,1,1,0,0,0,0
dev_46589,1,1,0,0,0,0,1
dev_46590,1,1,1,0,1,1,0
dev_46591,1,1,1,0,0,1,0
dev_46592,1,1,1,0,1,0,1
dev_46593,1,0,1,1,0,1,0
dev_46594,1,1,0,1,0,0,0
dev_46595,0,0,0,0,1,0,0
dev_46596,1,1,1,1,1,0,1
dev_46597,0,1,0,0,0,0,0
dev_46598,0,1,1,0,0,0,1
dev_46599,0,1,0,1,0,0,0
dev_46600,1,1,1,1,0,0,1
dev_46601,1,1,0,0,1,1,0
dev_46602,1,0,1,1,0,1,0
dev_46603,1,0,0,1,1,0,0
dev_46604,1,1,0,0,1,1,0
dev_46605,1,1,0,0,0,0,1
dev_46606,0,1,1,0,0,0,0
dev_46607,1,0,1,1,0,0,0
dev_46608,1,1,1,0,1,0,0
dev_46609,0,0,0,0,1,0,1
dev_46610,1,1,1,1,0,0,0
dev_46611,1,1,1,1,0,0,0
dev_46612,1,0,1,0,0,0,0
dev_46613,0,0,0,0,0,1,0
dev_46614,0,0,0,1,0,0,0
dev_46615,1,1,1,0,0,0,0
dev_46616,1,1,0,0,0,0,0
dev_46617,1,1,1,0,1,0,0
dev_46618,1,1,1,1,0,1,0
dev_46619,1,1,1,0,0,0,0
dev_46620,1,1,1,1,0,0,0
dev_46621,1,1,0,1,1,0,1
dev_46622,0,1,1,0,0,0,0
dev_46623,1,0,0,1,0,0,0
dev_46624,0,1,1,0,0,0,0
dev_46625,0,1,0,0,0,0,1
dev_46626,0,0,1,0,0,1,1
dev_46627,1,1,1,0,0,0,1
dev_46628,1,1,0,0,0,1,1
dev_46629,0,0,1,0,0,1,0
dev_46630,1,0,1,0,0,1,0
dev_46631,1,1,0,1,1,0,0
dev_46632,1,0,1,1,0,0,0
dev_46633,1,1,1,1,1,0,0
dev_46634,0,0,1,0,1,0,0
dev_46635,0,1,1,0,1,0,0
dev_46636,0,1,0,0,0,0,1
dev_46637,0,1,1,0,0,0,0
dev_46638,0,0,1,0,0,0,0
dev_46639,1,0,0,1,0,0,0
dev_46640,0,0,0,0,1,0,0
dev_46641,1,0,1,1,1,1,0
dev_46642,0,0,1,0,0,0,0
dev_46643,0,1,0,0,0,0,0
dev_46644,1,0,0,1,0,0,0
dev_46645,0,1,0,0,0,0,0
dev_46646,0,1,0,0,0,1,0
dev_46647,0,1,0,0,0,0,1
dev_46648,1,1,1,0,0,0,1
dev_46649,1,1,1,0,1,0,0
dev_46650,0,1,0,0,1,0,1
dev_46651,1,0,0,1,0,0,0
dev_46652,0,1,1,0,0,0,0
dev_46653,1,0,1,1,0,1,0
dev_46654,0,1,0,1,1,0,0
dev_46655,0,0,1,1,0,0,0
dev_46656,1,1,1,1,0,0,0
dev_46657,1,0,1,0,0,0,0
dev_46658,0,0,1,0,0,0,0
dev_46659,1,0,1,1,1,0,0
dev_46660,0,0,0,0,1,0,0
dev_46661,1,0,1,1,0,0,0
dev_46662,1,1,0,1,1,0,0
dev_46663,1,0,1,1,1,1,1
dev_46664,0,1,0,0,0,0,0
dev_46665,1,0,0,1,0,0,0
dev_46666,0,0,0,1,1,0,0
dev_46667,1,0,1,0,0,0,0
dev_46668,1,0,1,0,1,0,1
dev_46669,1,0,1,1,1,1,0
dev_46670,0,1,1,0,0,0,0
dev_46671,0,1,0,1,0,0,0
dev_46672,0,1,0,0,0,0,1
dev_46673,0,1,0,0,1,0,1
dev_46674,0,0,0,0,1,0,0
dev_46675,0,1,0,0,0,1,0
dev_46676,1,1,1,0,0,0,1
dev_46677,0,1,0,0,0,0,0
dev_46678,1,0,1,0,0,1,0
dev_46679,0,0,0,1,0,0,0
dev_46680,0,0,0,0,0,0,1
dev_46681,1,1,0,0,1,0,1
dev_46682,1,1,1,0,1,0,1
dev_46683,1,0,0,0,1,1,1
dev_46684,1,0,0,0,0,0,0
dev_46685,1,0,0,0,0,0,0
dev_46686,0,1,0,1,0,0,0
dev_46687,1,1,0,0,1,0,1
dev_46688,1,1,0,1,0,0,1
dev_46689,1,1,1,1,0,0,0
dev_46690,0,0,0,0,0,1,0
dev_46691,1,0,0,0,0,0,0
dev_46692,1,1,0,1,1,0,0
dev_46693,1,1,0,1,0,0,0
dev_46694,1,0,0,0,0,1,0
dev_46695,1,1,1,1,0,0,0
dev_46696,1,0,1,1,0,0,0
dev_46697,1,1,1,1,1,1,0
dev_46698,0,1,0,0,0,0,1
dev_46699,1,1,0,0,1,0,1
dev_46700,0,1,0,0,0,0,1
dev_46701,0,1,0,0,0,0,0
dev_46702,1,0,1,0,0,1,0
dev_46703,1,1,1,1,1,0,0
dev_46704,1,1,1,0,0,0,1
dev_46705,0,1,1,0,0,0,0
dev_46706,0,1,0,0,0,0,1
dev_46707,0,1,1,0,0,0,0
dev_46708,0,1,0,0,0,0,1
dev_46709,1,0,0,1,1,0,0
dev_46710,0,1,0,0,0,1,1
dev_46711,0,1,1,0,0,0,0
dev_46712,1,1,0,0,0,0,0
dev_46713,0,1,1,0,0,0,0
dev_46714,1,0,0,1,0,1,0
dev_46715,1,0,1,0,0,0,0
dev_46716,1,1,1,1,0,0,0
dev_46717,1,0,0,1,0,0,0
dev_46718,1,0,0,1,0,1,0
dev_46719,1,1,1,1,1,0,1
dev_46720,1,1,1,1,0,0,0
dev_46721,1,0,1,1,0,0,0
dev_46722,1,1,1,0,0,0,0
dev_46723,1,1,0,1,0,1,0
dev_46724,1,0,1,1,0,0,0
dev_46725,0,1,0,0,0,0,0
dev_46726,1,0,0,0,0,0,0
dev_46727,0,0,1,0,0,0,0
dev_46728,1,1,0,0,1,0,1
dev_46729,1,1,1,1,0,0,1
dev_46730,1,1,0,0,1,0,0
dev_46731,1,0,1,0,1,0,0
dev_46732,1,0,0,1,1,0,1
dev_46733,0,1,1,0,0,1,0
dev_46734,0,1,1,0,1,0,1
dev_46735,0,0,0,1,0,0,0
dev_46736,1,1,1,0,1,0,1
dev_46737,1,0,0,0,0,0,0
dev_46738,0,0,0,0,0,1,1
dev_46739,0,1,0,0,0,0,0
dev_46740,0,0,1,0,0,1,0
dev_46741,0,0,0,0,1,0,0
dev_46742,1,0,0,0,0,0,0
dev_46743,1,1,1,1,0,0,1
dev_46744,1,1,0,1,0,0,0
dev_46745,0,0,1,0,0,0,0
dev_46746,1,1,0,0,0,0,1
dev_46747,0,0,1,0,1,1,0
dev_46748,0,1,0,0,0,0,0
dev_46749,0,1,1,0,0,0,0
dev_46750,1,0,1,1,0,1,0
dev_46751,1,0,1,1,1,1,1
dev_46752,1,1,1,0,0,0,0
dev_46753,1,1,1,0,0,0,1
dev_46754,0,0,0,0,1,0,0
dev_46755,1,1,1,0,0,0,1
dev_46756,1,0,1,0,1,1,1
dev_46757,1,1,0,0,0,1,0
dev_46758,1,1,0,1,0,0,0
dev_46759,0,0,1,0,0,0,0
dev_46760,1,1,1,0,0,1,1
dev_46761,1,0,0,0,0,0,0
dev_46762,0,1,0,0,0,0,0
dev_46763,1,1,0,0,0,0,0
dev_46764,1,0,0,0,1,0,0
dev_46765,0,1,1,0,0,0,0
dev_46766,1,0,1,1,0,0,0
dev_46767,1,0,1,1,0,0,0
dev_46768,0,1,0,0,0,0,0
dev_46769,0,1,1,0,0,0,0
dev_46770,0,1,0,1,1,0,0
dev_46771,1,1,0,0,0,1,0
dev_46772,1,1,0,0,1,0,0
dev_46773,1,0,1,1,0,0,0
dev_46774,1,0,0,1,0,0,0
dev_46775,1,0,1,1,0,1,0
dev_46776,1,1,0,0,0,0,0
dev_46777,1,1,1,0,1,1,1
dev_46778,1,0,0,0,0,0,0
dev_46779,0,0,0,0,1,0,0
dev_46780,1,0,0,1,0,0,0
dev_46781,1,1,1,0,0,1,0
dev_46782,1,0,0,1,1,0,0
dev_46783,1,1,0,0,0,0,0
dev_46784,1,1,1,0,1,1,1
dev_46785,1,1,1,1,1,0,0
dev_46786,1,1,1,0,1,0,0
dev_46787,1,1,1,0,1,0,1
dev_46788,0,1,0,0,0,1,0
dev_46789,1,0,0,1,0,0,0
dev_46790,0,1,1,0,0,0,1
dev_46791,1,1,1,0,0,0,0
dev_46792,1,0,1,1,1,0,0
dev_46793,1,0,1,0,0,0,0
dev_46794,0,1,0,0,0,0,0
dev_46795,0,1,0,0,0,0,0
dev_46796,1,1,1,0,1,0,1
dev_46797,0,1,0,0,0,0,1
dev_46798,1,0,0,1,0,0,0
dev_46799,1,0,0,1,1,0,0
dev_46800,1,1,0,0,0,1,0
dev_46801,1,1,1,1,0,0,0
dev_46802,1,0,1,1,1,1,0
dev_46803,1,1,0,1,0,0,0
dev_46804,0,0,1,0,0,1,0
dev_46805,1,1,0,0,0,1,1
dev_46806,1,1,0,0,1,0,1
dev_46807,1,1,1,1,0,0,0
dev_46808,0,0,0,0,1,0,0
dev_46809,1,1,0,1,0,0,0
dev_46810,1,1,1,0,0,0,0
dev_46811,1,0,0,0,0,0,1
dev_46812,1,0,1,0,0,0,0
dev_46813,1,0,0,0,0,0,0
dev_46814,0,0,0,0,0,1,0
dev_46815,1,1,1,1,1,1,1
dev_46816,0,1,0,0,0,0,0
dev_46817,1,0,0,1,0,0,0
dev_46818,0,1,0,0,0,0,0
dev_46819,0,1,0,1,0,0,0
dev_46820,1,0,0,1,0,1,0
dev_46821,1,0,1,1,0,1,1
dev_46822,1,1,1,1,0,0,0
dev_46823,0,1,0,1,0,1,0
dev_46824,1,0,1,1,0,1,0
dev_46825,1,0,1,0,1,0,0
dev_46826,0,1,0,0,1,0,0
dev_46827,1,1,1,0,1,0,1
dev_46828,1,1,1,0,1,1,1
dev_46829,1,1,1,1,1,0,0
dev_46830,1,0,0,1,1,0,1
dev_46831,1,0,1,1,1,1,1
dev_46832,1,0,1,1,0,0,0
dev_46833,1,1,1,1,1,0,1
dev_46834,0,1,1,1,0,0,0
dev_46835,0,1,0,1,0,0,0
dev_46836,1,1,0,1,0,1,0
dev_46837,1,0,1,0,1,0,1
dev_46838,1,0,0,0,0,1,0
dev_46839,1,0,0,0,0,1,0
dev_46840,0,1,1,1,0,0,1
dev_46841,1,1,1,1,1,1,0
dev_46842,0,1,1,0,0,0,0
dev_46843,1,0,0,1,0,1,0
dev_46844,0,1,0,0,1,0,0
dev_46845,1,0,1,1,0,1,0
dev_46846,0,0,0,0,1,0,0
dev_46847,0,1,0,0,0,0,0
dev_46848,1,0,1,0,0,0,0
dev_46849,1,1,0,1,1,0,0
dev_46850,1,0,0,0,0,0,0
dev_46851,1,1,1,0,1,0,0
dev_46852,1,0,1,0,1,0,0
dev_46853,1,0,0,1,0,0,0
dev_46854,0,1,1,0,1,0,0
dev_46855,1,1,1,0,0,0,0
dev_46856,1,1,0,1,0,0,0
dev_46857,0,1,1,1,1,0,1
dev_46858,1,1,1,0,1,0,0
dev_46859,0,1,0,0,0,0,1
dev_46860,1,1,1,0,0,0,0
dev_46861,0,1,0,0,0,0,0
dev_46862,1,1,1,0,0,1,0
dev_46863,0,1,0,0,0,1,0
dev_46864,1,1,1,0,1,0,1
dev_46865,1,0,1,1,1,0,0
dev_46866,0,1,1,0,1,0,0
dev_46867,1,0,1,1,0,0,0
dev_46868,1,1,1,0,1,0,0
dev_46869,1,0,1,1,1,1,0
dev_46870,1,1,0,1,0,0,1
dev_46871,0,1,1,0,1,1,1
dev_46872,0,1,0,0,0,0,0
dev_46873,1,0,0,0,0,0,0
dev_46874,0,0,0,1,0,0,0
dev_46875,1,0,1,1,1,1,0
dev_46876,1,1,1,0,0,1,1
dev_46877,1,0,1,1,1,0,0
dev_46878,1,1,0,1,1,0,0
dev_46879,1,0,0,0,1,0,0
dev_46880,1,0,0,0,0,0,0
dev_46881,0,1,1,0,0,1,0
dev_46882,0,1,1,0,1,1,0
dev_46883,1,0,0,0,1,0,0
dev_46884,1,0,0,0,0,0,0
dev_46885,1,1,1,0,1,0,1
dev_46886,0,1,0,0,1,0,0
dev_46887,0,1,0,0,0,0,1
dev_46888,0,1,1,0,0,1,0
dev_46889,0,1,0,0,0,0,0
dev_46890,1,0,1,1,1,0,0
dev_46891,1,0,0,0,1,0,0
dev_46892,1,1,1,1,0,1,0
dev_46893,1,0,1,0,0,0,1
dev_46894,1,1,0,0,1,0,1
dev_46895,1,0,0,0,0,0,0
dev_46896,1,1,1,1,1,0,1
dev_46897,1,0,0,0,0,0,0
dev_46898,1,0,0,0,1,0,1
dev_46899,1,0,1,1,0,0,0
dev_46900,0,1,0,0,0,0,0
dev_46901,0,0,0,1,0,0,0
dev_46902,1,1,1,0,0,1,0
dev_46903,1,0,0,1,1,0,0
dev_46904,1,1,1,1,0,0,0
dev_46905,0,0,0,0,1,0,0
dev_46906,1,0,1,0,0,0,0
dev_46907,1,1,1,1,0,0,0
dev_46908,1,0,0,1,0,0,0
dev_46909,0,0,1,0,0,1,0
dev_46910,1,1,0,1,1,0,1
dev_46911,1,0,1,0,1,0,0
dev_46912,1,0,0,1,0,0,0
dev_46913,0,1,0,0,1,0,0
dev_46914,0,1,1,0,0,1,0
dev_46915,0,1,1,1,1,0,0
dev_46916,1,1,1,1,1,1,0
dev_46917,1,1,1,0,0,0,1
dev_46918,1,1,1,0,0,0,0
dev_46919,0,0,0,0,1,0,0
dev_46920,1,0,1,1,1,1,0
dev_46921,1,1,1,0,1,1,1
dev_46922,1,1,1,1,1,0,0
dev_46923,1,1,1,1,1,0,0
dev_46924,1,0,1,0,0,1,0
dev_46925,0,1,0,0,0,0,1
dev_46926,0,0,0,0,0,0,1
dev_46927,1,0,0,1,1,0,0
dev_46928,1,1,1,0,0,0,0
dev_46929,1,1,1,0,0,1,0
dev_46930,0,1,0,0,0,1,1
dev_46931,1,1,0,1,0,0,0
dev_46932,1,1,1,1,1,0,0
dev_46933,0,1,1,0,0,0,0
dev_46934,0,0,0,0,1,0,0
dev_46935,1,0,0,1,0,0,0
dev_46936,0,1,0,0,0,0,0
dev_46937,1,0,0,1,0,0,0
dev_46938,1,0,1,1,1,0,0
dev_46939,1,0,1,1,0,0,0
dev_46940,0,1,0,0,0,0,0
dev_46941,1,1,0,0,0,0,0
dev_46942,1,1,1,1,1,0,0
dev_46943,1,1,0,1,0,0,0
dev_46944,1,0,0,0,0,0,0
dev_46945,1,1,0,0,0,0,0
dev_46946,0,0,1,0,1,0,1
dev_46947,0,1,0,0,0,0,1
dev_46948,1,1,1,0,1,0,1
dev_46949,1,1,1,1,0,0,1
dev_46950,1,1,0,1,1,1,0
dev_46951,1,0,0,1,0,0,0
dev_46952,0,1,0,0,0,0,0
dev_46953,1,1,1,1,1,1,1
dev_46954,0,0,0,0,0,0,1
dev_46955,0,1,1,0,0,0,0
dev_46956,0,0,0,1,0,1,0
dev_46957,1,0,1,1,0,0,0
dev_46958,0,0,0,1,0,1,0
dev_46959,1,0,1,1,0,0,0
dev_46960,1,0,0,0,0,0,0
dev_46961,1,1,1,0,0,0,0
dev_46962,0,1,0,0,0,0,0
dev_46963,1,0,0,1,0,0,0
dev_46964,1,0,1,1,0,0,0
dev_46965,0,0,0,0,1,0,0
dev_46966,0,1,0,0,0,0,0
dev_46967,0,1,0,1,0,0,0
dev_46968,1,1,1,0,1,0,0
dev_46969,0,1,0,0,1,0,1
dev_46970,1,0,1,0,0,0,0
dev_46971,1,1,0,0,0,0,0
dev_46972,1,0,0,0,0,0,0
dev_46973,1,1,0,0,0,1,0
dev_46974,1,1,0,1,0,1,0
dev_46975,0,1,1,0,0,1,0
dev_46976,0,1,0,0,0,0,0
dev_46977,1,1,0,0,0,0,1
dev_46978,0,0,0,1,0,1,0
dev_46979,0,0,1,0,0,1,0
dev_46980,0,1,0,0,0,1,0
dev_46981,0,1,0,0,0,0,1
dev_46982,1,1,0,1,1,1,1
dev_46983,0,1,1,0,1,0,0
dev_46984,1,0,1,1,0,0,0
dev_46985,1,1,1,0,0,0,0
dev_46986,1,1,1,1,1,1,1
dev_46987,0,0,1,0,0,1,0
dev_46988,1,0,1,1,0,0,0
dev_46989,1,0,1,1,1,1,0
dev_46990,0,0,0,0,0,0,1
dev_46991,1,0,1,1,0,1,0
dev_46992,0,0,0,0,0,1,0
dev_46993,1,0,0,0,0,0,0
dev_46994,1,1,1,0,0,0,1
dev_46995,1,0,0,1,1,0,0
dev_46996,0,0,0,1,1,0,1
dev_46997,0,0,0,0,1,0,0
dev_46998,0,1,0,1,0,0,0
dev_46999,0,0,0,0,1,1,1
dev_47000,0,0,0,1,1,0,0
dev_47001,1,0,1,1,0,0,0
dev_47002,1,1,0,0,1,0,0
dev_47003,1,0,0,0,0,1,0
dev_47004,1,1,0,1,1,0,0
dev_47005,1,1,1,1,0,0,0
dev_47006,0,1,0,0,0,1,0
